,Geographic,Sector,Size_Frame,Size_Inter,Weights,age,export,exporter,family_own,female_own,foreign_ow,geometry,gpsAccurac,gpsAltitud,Lat,Lon,innovative,leader,limited_li,node,number_cli,partnershi,product_re,product_ye,public_,region,sales_ex_1,sales_expo,sales_per_,sector_1,share_fore,share_sold,share_wome,size_,wt,years,rank,ID
374,Dhaka,Footwear,0-9,0-9,1.281690141,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40955000000008 23.71819000000005),12,0,23.71819,90.40955,0,0,0,Input_Supplier,10,0,1700000,5,0,Dhaka,0,0,566666.69,footwear,0,0,0,Micro,1.556338028,5,10,374
375,Dhaka,Footwear,0-9,0-9,1.659574468,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.41044000000005 23.71883000000003),16,0,23.71883,90.41044,0,0,0,Manufacturer,25,0,3200000,32,0,Dhaka,0,0,348117.16,footwear,0,0,0,Micro,1.926030292,32,10,375
376,Dhaka,Footwear,0-9,0-9,1.659574468,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.41025000000008 23.71877000000006),12,0,23.71877,90.41025,0,0,0,Manufacturer,2,0,7000000,13,0,Dhaka,0,0,2757575.5,footwear,0,0,0,Micro,2.728542914,13,10,376
377,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38903000000005 23.71724000000006),24,0,23.71724,90.38903,0,0,0,Hide_Skin_Supplier,3,0,1300000,37,0,Dhaka,0,0,419354.84,leather,0,0,0,Micro,1.893333333,37,10,377
378,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39037000000008 23.71680000000004),12,0,23.7168,90.39037,0,0,0,Hide_Skin_Supplier,5,0,5000000,35,0,Dhaka,0,0,750515.44,leather,0,0,0,Micro,1.42,35,10,378
379,Dhaka,Leather and Lather goods,0-9,0-9,1.75,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38863000000004 23.71677000000005),24,100.85837,23.71677,90.38863,0,0,0,Hide_Skin_Supplier,3,0,60000000,15,0,Dhaka,0,0,9674418,leather,0,0,0,Micro,1.42,15,10,379
380,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39040000000006 23.71674000000007),12,0,23.71674,90.3904,0,0,0,Hide_Skin_Supplier,4,0,10000000,40,0,Dhaka,0,0,2074468.1,leather,0,0,0,Micro,1.42,40,10,380
381,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39106000000004 23.71564000000006),8,0,23.71564,90.39106,0,0,0,Hide_Skin_Supplier,3,0,8900000,43,0,Dhaka,0,0,2189905.3,leather,0,0,0,Micro,1.893333333,43,10,381
382,Dhaka,Leather and Lather goods,50+,Oct-49,1.608695652,11-15years,100,Exporter,1,male_owned,domestic_owned,POINT (90.36420000000004 23.73169000000007),12,0,23.73169,90.3642,1,1,0,Domestic_Production_House,50,0,400000000,14,0,Dhaka,0,100,8911739,leather,0,0,0,Medium,1.341304348,14,2,382
383,Dhaka,Leather and Lather goods,0-9,0-9,1.75,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38946000000004 23.71698000000004),8,0,23.71698,90.38946,0,0,0,Hide_Skin_Supplier,5,0,18600000,10,0,Dhaka,0,0,6200000,leather,0,0,0,Micro,1.136,10,10,383
384,Dhaka,Footwear,0-9,Oct-49,1.67961165,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38881000000004 23.71616000000006),8,8.59285,23.71616,90.38881,1,0,0,Domestic_Production_House,9,0,14500000,4,0,Dhaka,0,0,763157.88,footwear,0,0,0,Small,1.07184466,4,5,384
385,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38846000000007 23.71669000000003),12,0,23.71669,90.38846,0,1,0,Hide_Skin_Supplier,4,0,600000,45,0,Dhaka,0,0,300000,leather,0,0,0,Micro,2.84,45,10,385
386,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39037000000008 23.71663000000007),6,0,23.71663,90.39037,0,1,0,Hide_Skin_Supplier,5,0,70000000,31,0,Dhaka,0,0,11993411,leather,0,0,0,Micro,1.893333333,31,10,386
387,Dhaka,Leather and Lather goods,0-9,0-9,1.75,16-20years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38975000000005 23.71717000000007),32,0,23.71717,90.38975,0,1,0,Hide_Skin_Supplier,3,0,23000000,16,0,Dhaka,0,0,7666666.5,leather,0,0,0,Micro,1.136,16,10,387
388,Dhaka,Leather and Lather goods,0-9,0-9,1.75,16-20years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38958000000008 23.71706000000006),8,0,23.71706,90.38958,0,0,0,Hide_Skin_Supplier,3,0,7980000,18,0,Dhaka,0,0,4433333.5,leather,0,0,0,Micro,1.42,18,10,388
389,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38908000000004 23.71696000000003),12,0,23.71696,90.38908,0,1,0,Hide_Skin_Supplier,3,0,74300000,45,0,Dhaka,0,0,14860000,leather,0,0,0,Micro,1.42,45,10,389
390,Dhaka,Footwear,Oct-49,Oct-49,8.4,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.37643000000008 23.71900000000005),4,0,23.719,90.37643,1,1,0,Manufacturer,25,0,20000000,14,0,Dhaka,0,0,556745.19,footwear,0,0,0,Medium,2.728542914,14,2,390
391,Dhaka,Footwear,0-9,0-9,1.659574468,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.37635000000006 23.71896000000004),8,0.73257,23.71896,90.37635,1,0,0,Manufacturer,5,0,2600000,7,0,Dhaka,0,0,520000,footwear,0,0,0,Micro,1.637125749,7,10,391
392,Dhaka,Footwear,0-9,0-9,1.659574468,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.37652000000009 23.71882000000005),16,0,23.71882,90.37652,1,0,0,Manufacturer,11,0,3600000,4,0,Dhaka,0,0,514285.72,footwear,0,0,0,Micro,2.728542914,4,10,392
393,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39117000000005 23.71592000000004),8,0,23.71592,90.39117,0,0,0,Hide_Skin_Supplier,10,0,35000000,35,0,Dhaka,0,0,7878788.5,leather,0,0,0,Micro,1.42,35,10,393
394,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38899000000004 23.71648000000005),24,0,23.71648,90.38899,0,0,0,Hide_Skin_Supplier,15,0,4000000,30,0,Dhaka,0,0,1739130.4,leather,0,0,0,Micro,1.42,38,10,394
395,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39094000000006 23.71563000000003),6,0,23.71563,90.39094,0,0,0,Hide_Skin_Supplier,15,0,4000000,35,0,Dhaka,0,0,3596541.8,leather,0,0,0,Micro,5.68,35,10,395
396,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39090000000005 23.71633000000003),12,0,23.71633,90.3909,0,0,0,Hide_Skin_Supplier,5,0,5000000,15,0,Dhaka,0,0,1364278.5,leather,0,0,0,Micro,2.84,34,10,396
397,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39118000000008 23.71595000000008),16,0,23.71595,90.39118,0,0,0,Hide_Skin_Supplier,8,0,7000000,20,0,Dhaka,0,0,2333333.3,leather,0,0,0,Micro,1.42,30,10,397
398,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39098000000007 23.71566000000007),16,0,23.71566,90.39098,0,0,0,Hide_Skin_Supplier,20,0,7400000,21,0,Dhaka,0,0,1803750.1,leather,0,0,0,Micro,2.84,21,10,398
399,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39095000000003 23.71568000000008),16,0,23.71568,90.39095,0,0,0,Hide_Skin_Supplier,5,0,3000000,40,0,Dhaka,0,0,3054216.5,leather,0,0,0,Micro,2.84,40,10,399
400,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38925000000006 23.71699000000007),8,0,23.71699,90.38925,0,0,0,Hide_Skin_Supplier,1,0,3500000,24,0,Dhaka,0,0,2637681,leather,0,0,0,Micro,1.42,40,10,400
401,Dhaka,Leather and Lather goods,0-9,0-9,1.75,16-20years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38868000000008 23.71645000000007),8,0,23.71645,90.38868,0,0,0,Hide_Skin_Supplier,8,0,47200000,17,0,Dhaka,0,0,3741463.5,leather,0,0,0,Small,1,17,5,401
402,Dhaka,Plastic Product,0-9,0-9,1,0-5years,0,Non-exporter,0,male_owned,domestic_owned,POINT (90.42433000000005 23.69567000000006),6,0,23.69567,90.42433,0,0,0,Dealer,0,1,2475000,5,0,Dhaka,0,0,2805000,plastic,0,0,0,Micro,1,5,10,402
403,Dhaka,Plastic Product,0-9,0-9,1,6-10years,0,Non-exporter,0,male_owned,domestic_owned,POINT (90.39399000000003 23.71820000000002),32,0,23.7182,90.39399,0,1,0,Input_Importer,30,1,640000000,8,0,Dhaka,0,0,214432992,plastic,0,0,0,Micro,1,8,10,403
404,Dhaka,Plastic Product,Oct-49,0-9,4.5,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39330000000007 23.71685000000002),24,0,23.71685,90.3933,0,0,0,Input_Supplier,30,0,37000000,12,0,Dhaka,0,0,4294643,plastic,0,0,0,Micro,4.291666667,12,10,404
405,Dhaka,Plastic Product,0-9,0-9,4.175,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39398000000006 23.71862000000004),32,0,23.71862,90.39398,0,0,0,Input_Supplier,40,0,2720000,25,0,Dhaka,0,0,545573.75,plastic,0,0,0,Micro,1.703125,25,10,405
406,Dhaka,Plastic Product,0-9,0-9,4.175,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39357000000007 23.71740000000006),12,0,23.7174,90.39357,0,0,0,Input_Supplier,0,0,1000000,3,0,Dhaka,0,0,571428.56,plastic,0,0,0,Micro,1.703125,3,10,406
407,Dhaka,Plastic Product,0-9,0-9,4.175,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39396000000005 23.71642000000003),16,0,23.71642,90.39396,0,0,0,Input_Supplier,0,0,2500000,7,0,Dhaka,0,0,1250000,plastic,0,0,0,Micro,6.8125,7,10,407
408,Dhaka,Footwear,0-9,0-9,1.67961165,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38684000000006 23.71596000000005),24,0,23.71596,90.38684,1,1,0,Domestic_Production_House,15,0,2500000,3,0,Dhaka,0,0,500000,footwear,0,0,0,Micro,1,3,10,408
409,Dhaka,Plastic Product,0-9,0-9,4.175,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39322000000004 23.71757000000002),32,0,23.71757,90.39322,0,0,0,Input_Supplier,0,0,6700000,2,0,Dhaka,0,0,3350000,plastic,0,0,0,Micro,4.541666667,2,10,409
410,Dhaka,Plastic Product,0-9,0-9,4.175,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39327000000009 23.71737000000007),22.233,0,23.71737,90.39327,0,0,0,Input_Supplier,0,0,31200000,6,0,Dhaka,0,0,10400000,plastic,0,0,0,Micro,2.270833333,6,10,410
411,Dhaka,Footwear,0-9,Oct-49,1.67961165,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38688000000008 23.71600000000007),24,0,23.716,90.38688,1,1,0,Domestic_Production_House,25,0,2670000,9,0,Dhaka,0,0,523529.41,footwear,0,0,0,Small,1.339805825,9,5,411
412,Dhaka,Footwear,0-9,0-9,1.67961165,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38682000000006 23.71608000000003),8,0,23.71608,90.38682,1,1,0,Domestic_Production_House,11,0,1500000,7,0,Dhaka,0,0,1250000,footwear,0,0,0,Micro,1.786407767,7,10,412
413,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39245000000005 23.71862000000004),32,0,23.71862,90.39245,1,1,0,Manufacturer,40,0,13650000,15,0,Dhaka,0,0,1312500,plastic,0,0,0,Small,1.054587156,15,5,413
414,Dhaka,Leather and Lather goods,Oct-49,Oct-49,4.545454545,16-20years,20,Exporter,1,male_owned,domestic_owned,POINT (90.36516000000006 23.73947000000004),24,88.32498,23.73947,90.36516,0,0,0,Domestic_Production_House,16,0,100000000,17,0,Dhaka,0,20,3450564,leather,0,40,0,Small,2.737662338,17,5,414
415,Dhaka,Plastic Product,0-9,0-9,4.175,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39331000000004 23.71744000000007),12,0,23.71744,90.39331,0,0,0,Input_Supplier,6,0,800000,5,0,Dhaka,0,0,492307.69,plastic,0,0,0,Micro,2.725,5,10,415
416,Dhaka,Plastic Product,0-9,0-9,4.175,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39340000000004 23.71667000000008),12,0,23.71667,90.3934,0,0,0,Input_Supplier,0,0,4200000,10,0,Dhaka,0,0,1240909.1,plastic,0,0,0,Micro,6.8125,10,10,416
417,Dhaka,Plastic Product,0-9,0-9,4.175,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39315000000005 23.71753000000007),12,0,23.71753,90.39315,0,0,0,Input_Supplier,4,0,3000000,2,0,Dhaka,0,0,1000000,plastic,0,0,0,Micro,2.270833333,2,10,417
418,Dhaka,Plastic Product,0-9,0-9,4.175,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39399000000003 23.71831000000003),8,0,23.71831,90.39399,0,0,0,Input_Supplier,15,0,18000000,3,0,Dhaka,0,0,13714286,plastic,0,0,0,Micro,1.946428571,3,10,418
419,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39415000000008 23.71726000000007),32,0,23.71726,90.39415,1,1,0,Manufacturer,20,0,150000000,15,0,Dhaka,0,0,9411765,plastic,0,0,0,Small,2.812232416,15,5,419
420,Chittagong,Leather and Lather goods,0-9,0-9,1.058823529,20+years,90,Exporter,1,male_owned,domestic_owned,POINT (90.36553000000004 23.73491000000007),12,0,23.73491,90.36553,1,0,0,Manufacturer,20,0,76950000,17,0,Dhaka,0,90,8971245,leather,0,10,0,Micro,1,31,10,420
421,Dhaka,Plastic Product,0-9,0-9,1,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.37013000000007 23.81709000000006),8,0,23.81709,90.37013,0,0,0,Dealer,150,0,1650000,3,0,Dhaka,0,0,1833333.4,plastic,0,0,0,Micro,1,10,10,421
422,Dhaka,Plastic Product,0-9,0-9,1,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.36999000000009 23.81539000000004),8,0,23.81539,90.36999,0,0,0,Dealer,20,0,3040000,2,0,Dhaka,0,0,1266666.6,plastic,0,0,0,Micro,1,2,10,422
423,Dhaka,Plastic Product,0-9,0-9,4.175,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39431000000008 23.71711000000005),48,0,23.71711,90.39431,0,0,0,Input_Supplier,150,0,42000000,30,0,Dhaka,0,0,16000000,plastic,0,0,0,Micro,6.8125,30,10,423
424,Dhaka,Plastic Product,0-9,0-9,4.175,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39428000000004 23.71695000000005),32,0,23.71695,90.39428,0,0,0,Input_Supplier,6,0,13000000,8,0,Dhaka,0,0,3250000,plastic,0,0,0,Micro,4.541666667,8,10,424
425,Dhaka,Plastic Product,0-9,0-9,4.175,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39414000000005 23.71720000000005),16,0,23.7172,90.39414,0,0,0,Input_Supplier,20,0,72500000,2,0,Dhaka,0,0,25217392,plastic,0,0,0,Micro,2.270833333,2,10,425
426,Dhaka,Plastic Product,0-9,0-9,4.175,16-20years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39404000000008 23.71717000000007),12,0,23.71717,90.39404,0,0,0,Input_Supplier,35,0,610000000,18,0,Dhaka,0,0,87142856,plastic,0,0,0,Micro,4.541666667,18,10,426
427,Dhaka,Leather and Lather goods,Oct-49,Oct-49,1.272727273,0-5years,0,Non-exporter,0,male_owned,domestic_owned,POINT (90.42225000000008 23.72910000000007),6,0,23.7291,90.42225,1,0,1,Manufacturer,15,0,50000000,2,0,Dhaka,0,0,2480127,leather,0,0,0,Small,1.253896104,2,5,427
428,Dhaka,Plastic Product,0-9,0-9,1,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.35996000000006 23.76661000000007),12,0,23.76661,90.35996,0,0,0,Dealer,100,0,14000000,14,0,Dhaka,0,0,2896551.8,plastic,0,0,0,Micro,1,14,10,428
429,Dhaka,Plastic Product,0-9,0-9,1,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.35976000000005 23.76625000000007),16,0,23.76625,90.35976,0,0,0,Dealer,110,0,6200000,11,0,Dhaka,0,0,701886.81,plastic,0,0,0,Micro,1,11,10,429
430,Dhaka,Footwear,0-9,0-9,1.659574468,16-20years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.42927000000003 23.72246000000007),48,0,23.72246,90.42927,0,0,0,Manufacturer,0,0,320000,18,0,Dhaka,0,0,200000,footwear,0,0,0,Micro,2.046407186,18,10,430
431,Dhaka,Footwear,0-9,0-9,1.659574468,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.42171000000008 23.72069000000005),48,0,23.72069,90.42171,0,0,0,Manufacturer,0,0,850000,12,0,Dhaka,0,0,172656.27,footwear,0,0,0,Micro,2.046407186,12,10,431
432,Dhaka,Footwear,0-9,0-9,1.659574468,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.43106000000006 23.71742000000006),16,0,23.71742,90.43106,0,0,0,Manufacturer,0,0,270000,1,0,Dhaka,0,0,133333.33,footwear,0,0,0,Micro,1.637125749,2,10,432
433,Dhaka,Plastic Product,0-9,0-9,4.175,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39403000000004 23.71813000000003),16,0,23.71813,90.39403,0,0,0,Input_Supplier,150,0,3760000,15,0,Dhaka,0,0,1566666.6,plastic,0,0,0,Micro,3.40625,15,10,433
434,Dhaka,Plastic Product,0-9,0-9,4.175,16-20years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39395000000008 23.71813000000003),24,0,23.71813,90.39395,0,0,0,Input_Supplier,70,0,798400000,18,0,Dhaka,0,0,138512448,plastic,0,0,0,Micro,1.703125,18,10,434
435,Dhaka,Plastic Product,0-9,0-9,4.175,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39328000000006 23.71646000000004),32,2.38117,23.71646,90.39328,0,0,0,Input_Supplier,50,0,84000000,34,0,Dhaka,0,0,9333333,plastic,0,0,0,Micro,1.703125,34,10,435
436,Dhaka,Plastic Product,0-9,0-9,4.175,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39418000000006 23.71694000000002),32,17.41884,23.71694,90.39418,0,0,0,Input_Supplier,5,0,16000000,12,0,Dhaka,0,0,5333333.5,plastic,0,0,0,Micro,4.541666667,12,10,436
437,Dhaka,Plastic Product,0-9,0-9,4.175,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39452000000006 23.71707000000004),12,18.10395,23.71707,90.39452,0,0,0,Input_Supplier,10,0,90800000,12,0,Dhaka,0,0,46500000,plastic,0,0,0,Micro,6.8125,15,10,437
438,Dhaka,Footwear,0-9,0-9,1.281690141,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40972000000005 23.71829000000003),16,0,23.71829,90.40972,0,0,0,Input_Supplier,6,0,7000000,4,0,Dhaka,0,0,3500000,footwear,0,0,0,Micro,1.556338028,15,10,438
439,Dhaka,Footwear,0-9,0-9,1.281690141,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40950000000004 23.71819000000005),32,12.76118,23.71819,90.4095,0,0,0,Input_Supplier,10,0,7000000,4,0,Dhaka,0,0,3500000,footwear,0,0,0,Micro,1.556338028,4,10,439
440,Dhaka,Footwear,0-9,0-9,1.281690141,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40983000000006 23.71829000000003),12,0,23.71829,90.40983,0,1,0,Input_Supplier,5,0,3750000,10,0,Dhaka,0,0,1875000,footwear,0,0,0,Micro,3.112676056,10,10,440
441,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38853000000006 23.71391000000006),12,1.79399,23.71391,90.38853,0,0,0,Manufacturer,10,0,22600000,6,0,Dhaka,0,0,1738461.5,plastic,0,0,0,Small,1.406116208,6,5,441
442,Dhaka,Plastic Product,0-9,0-9,1.546875,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38852000000009 23.71336000000002),32,27.82855,23.71336,90.38852,0,0,0,Manufacturer,15,0,20000000,3,0,Dhaka,0,0,2222222.3,plastic,0,0,0,Micro,1.572727273,3,10,442
443,Dhaka,Plastic Product,0-9,0-9,1.546875,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38866000000007 23.71350000000007),24,0,23.7135,90.38866,0,0,0,Manufacturer,20,0,5800000,21,0,Dhaka,0,0,966666.69,plastic,0,0,0,Micro,1.572727273,21,10,443
444,Dhaka,Footwear,0-9,0-9,1.67961165,0-5years,0,Non-exporter,0,male_owned,domestic_owned,POINT (90.38656000000003 23.71568000000008),24,0,23.71568,90.38656,1,0,0,Domestic_Production_House,5,1,2550000,3,0,Dhaka,0,0,850000,footwear,0,0,0,Micro,1.07184466,3,10,444
445,Dhaka,Plastic Product,0-9,0-9,1.546875,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38570000000004 23.71402000000006),8,0,23.71402,90.3857,0,1,0,Manufacturer,15,0,3600000,3,0,Dhaka,0,0,857142.88,plastic,0,0,0,Micro,2.621212121,3,10,445
446,Dhaka,Footwear,0-9,0-9,1.67961165,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38728000000003 23.71601000000004),8,0,23.71601,90.38728,0,0,0,Domestic_Production_House,4,0,1100000,3,0,Dhaka,0,0,376625.5,footwear,0,0,0,Micro,1.339805825,3,10,446
447,Dhaka,Footwear,0-9,0-9,1.67961165,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38762000000008 23.71533000000005),8,0,23.71533,90.38762,1,0,0,Domestic_Production_House,3,0,6500000,10,0,Dhaka,0,0,3250000,footwear,0,0,0,Micro,2.67961165,10,10,447
448,Dhaka,Plastic Product,0-9,0-9,1.546875,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38614000000007 23.71537000000006),8,0,23.71537,90.38614,1,0,0,Manufacturer,10,0,960000,5,0,Dhaka,0,0,685714.31,plastic,0,0,0,Micro,1.123376623,5,10,448
449,Dhaka,Footwear,0-9,50+,1.67961165,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38608000000005 23.71427000000006),16,0,23.71427,90.38608,0,0,0,Domestic_Production_House,12,0,14000000,10,0,Dhaka,0,0,229652.98,footwear,0,0,0,Medium,1.339805825,10,2,449
450,Dhaka,Footwear,0-9,0-9,1.67961165,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38734000000005 23.71534000000003),3,0,23.71534,90.38734,0,0,0,Domestic_Production_House,12,0,3000000,1,0,Dhaka,0,0,633288.19,footwear,0,0,0,Micro,1.339805825,2,10,450
451,Dhaka,Footwear,0-9,Oct-49,1.67961165,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38694000000004 23.71502000000004),6,0,23.71502,90.38694,1,0,0,Domestic_Production_House,25,0,44000000,8,0,Dhaka,0,0,3485148.5,footwear,0,0,0,Small,1.786407767,8,5,451
452,Dhaka,Plastic Product,0-9,0-9,1.546875,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38619000000006 23.71422000000007),12,0,23.71422,90.38619,1,0,0,Manufacturer,2,0,13500000,8,0,Dhaka,0,0,1542857.1,plastic,0,0,0,Micro,2.621212121,8,10,452
453,Dhaka,Footwear,0-9,0-9,1.281690141,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40957000000003 23.71854000000008),16,0,23.71854,90.40957,0,0,0,Input_Supplier,0,0,2000000,25,0,Dhaka,0,0,1000000,footwear,0,0,0,Micro,1.037558685,25,10,453
454,Dhaka,Footwear,0-9,0-9,1.281690141,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40959000000004 23.71799000000004),32,0,23.71799,90.40959,0,0,0,Input_Supplier,0,0,1000000,22,0,Dhaka,0,0,500000,footwear,0,0,0,Micro,3.112676056,22,10,454
455,Dhaka,Footwear,0-9,0-9,1.281690141,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40973000000008 23.71807000000007),16,0,23.71807,90.40973,0,0,0,Input_Supplier,10,0,5800000,6,0,Dhaka,0,0,2774928.3,footwear,0,0,0,Micro,3.112676056,6,10,455
456,Dhaka,Plastic Product,0-9,0-9,1.546875,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38375000000008 23.71142000000003),48,0,23.71142,90.38375,1,0,0,Manufacturer,6,0,800000,2,0,Dhaka,0,0,266666.66,plastic,0,0,0,Micro,1.965909091,2,10,456
457,Dhaka,Plastic Product,0-9,0-9,1.546875,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38383000000005 23.71119000000005),16,0,23.71119,90.38383,1,0,0,Manufacturer,8,0,1800000,10,0,Dhaka,0,0,400000,plastic,0,0,0,Micro,1.965909091,10,10,457
458,Dhaka,Plastic Product,0-9,0-9,1.546875,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38464000000005 23.71037000000007),32,0,23.71037,90.38464,1,0,0,Manufacturer,7,0,600000,12,0,Dhaka,0,0,300000,plastic,0,0,0,Micro,1.123376623,12,10,458
459,Dhaka,Plastic Product,0-9,0-9,1.546875,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38810000000007 23.71279000000004),32,0,23.71279,90.3881,0,0,0,Manufacturer,40,0,1425000,7,0,Dhaka,0,0,375000,plastic,0,0,0,Micro,1.965909091,7,10,459
460,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38690000000008 23.71419000000003),48,0,23.71419,90.3869,1,0,0,Manufacturer,25,0,693000000,3,0,Dhaka,0,0,65381808,plastic,0,0,0,Small,2.812232416,3,5,460
461,Dhaka,Footwear,0-9,0-9,1.67961165,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38750000000005 23.71507000000003),24,0,23.71507,90.3875,0,0,0,Domestic_Production_House,15,0,8000000,3,0,Dhaka,0,0,472190.72,footwear,0,0,0,Small,1,3,5,461
