,Geographic,Sector,Size_Frame,Size_Inter,Weights,age,export,exporter,family_own,female_own,foreign_ow,geometry,gpsAccurac,gpsAltitud,Lat,Lon,innovative,leader,limited_li,node,number_cli,partnershi,product_re,product_ye,public_,region,sales_ex_1,sales_expo,sales_per_,sector_1,share_fore,share_sold,share_wome,size_,wt,years,rank,ID
10,Dhaka,Leather and Lather goods,0-9,0-9,1.75,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39036000000004 23.71657000000005),48,0,23.71657,90.39036,0,1,0,Hide_Skin_Supplier,8,0,5150000,12,0,Dhaka,0,0,1095296.5,leather,0,0,0,Micro,5.68,12,10,10
11,Dhaka,Leather and Lather goods,0-9,0-9,1.75,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39098000000007 23.71601000000004),16,0,23.71601,90.39098,0,0,0,Hide_Skin_Supplier,10,0,6000000,3,0,Dhaka,0,0,1500000,leather,0,0,0,Micro,1.893333333,3,10,11
12,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39069000000006 23.71651000000003),28,0,23.71651,90.39069,0,0,0,Hide_Skin_Supplier,5,0,345000,40,0,Dhaka,0,0,141259.84,leather,0,0,0,Micro,5.68,40,10,12
13,Dhaka,Leather and Lather goods,50+,Oct-49,1.608695652,20+years,100,Exporter,1,male_owned,domestic_owned,POINT (90.36612000000008 23.73910000000006),21.891,0,23.7391,90.36612,0,1,0,Domestic_Production_House,60,0,50000000,30,0,Dhaka,30,70,1419214,leather,0,2,0,Medium,2.682608696,30,2,13
14,Dhaka,Leather and Lather goods,0-9,0-9,1.611940299,16-20years,70,Exporter,1,male_owned,domestic_owned,POINT (90.36524000000009 23.73651000000007),8,0,23.73651,90.36524,0,0,0,Domestic_Production_House,5,0,25000000,18,0,Dhaka,0,70,3624535.3,leather,0,30,0,Micro,1.524875622,18,10,14
15,Dhaka,Leather and Lather goods,Oct-49,Oct-49,4.545454545,16-20years,100,Exporter,1,male_owned,domestic_owned,POINT (90.36675000000008 23.73711000000003),12,0,23.73711,90.36675,1,1,0,Domestic_Production_House,60,0,230000000,18,0,Dhaka,70,30,5583023.5,leather,0,10,0,Medium,4.790909091,18,2,15
16,Dhaka,Leather and Lather goods,0-9,0-9,1.611940299,20+years,70,Exporter,1,male_owned,domestic_owned,POINT (90.36582000000004 23.73586000000006),8,0,23.73586,90.36582,0,1,0,Domestic_Production_House,14,0,15000000,35,0,Dhaka,50,20,3741007.3,leather,0,30,0,Micro,3.049751244,35,10,16
17,Dhaka,Leather and Lather goods,0-9,Oct-49,1.876712329,20+years,100,Exporter,1,male_owned,domestic_owned,POINT (90.36597000000006 23.73905000000008),24.748,0,23.73905,90.36597,0,0,0,Manufacturer,50,0,300000000,50,0,Dhaka,75,25,5587225.5,leather,0,0,0,Medium,2.792592593,50,2,17
18,Dhaka,Leather and Lather goods,0-9,0-9,1.611940299,0-5years,70,Exporter,1,male_owned,domestic_owned,POINT (90.36752000000007 23.73902000000004),45,0,23.73902,90.36752,0,0,0,Domestic_Production_House,10,0,7200000,3,0,Dhaka,0,70,1911179.3,leather,0,20,0,Micro,1.307036247,3,10,18
19,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39027000000004 23.71638000000007),12,3.63639,23.71638,90.39027,0,0,0,Hide_Skin_Supplier,4,0,6500000,31,0,Dhaka,0,0,1564814.8,leather,0,0,0,Micro,2.84,31,10,19
20,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39070000000004 23.71648000000005),24,0,23.71648,90.3907,0,1,0,Hide_Skin_Supplier,5,0,38500000,70,0,Dhaka,0,0,9045862,leather,0,0,0,Micro,1,70,10,20
21,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39035000000007 23.71688000000006),27,0,23.71688,90.39035,0,0,0,Hide_Skin_Supplier,6,0,120000000,50,0,Dhaka,0,0,20000000,leather,0,0,0,Micro,1.893333333,50,10,21
22,Dhaka,Leather and Lather goods,Oct-49,0-9,2.066666667,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39054000000004 23.71655000000004),26,0,23.71655,90.39054,0,1,0,Hide_Skin_Supplier,7,0,35000000,55,0,Dhaka,0,0,6026490.5,leather,0,0,0,Micro,1.888888889,55,10,22
23,Dhaka,Footwear,0-9,0-9,1.659574468,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40810000000005 23.72127000000006),35,0,23.72127,90.4081,0,0,0,Manufacturer,4,0,2200000,2,0,Dhaka,0,0,423703.72,footwear,0,0,0,Micro,1.364271457,2,10,23
24,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39103000000006 23.71658000000008),24,0,23.71658,90.39103,0,0,0,Hide_Skin_Supplier,11,0,1200000,70,0,Dhaka,0,0,245026.19,leather,0,0,0,Micro,2.84,70,10,24
25,Dhaka,Leather and Lather goods,0-9,0-9,1.75,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39065000000005 23.71714000000003),26.373,0,23.71714,90.39065,0,0,0,Hide_Skin_Supplier,1,0,6000000,15,0,Dhaka,0,0,1081612,leather,0,0,0,Micro,2.84,15,10,25
26,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38981000000007 23.71690000000007),24,0,23.7169,90.38981,0,0,0,Hide_Skin_Supplier,1,0,10500000,28,0,Dhaka,0,0,1139874.8,leather,0,0,0,Micro,1.136,28,10,26
27,Dhaka,Footwear,0-9,0-9,1.281690141,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40979000000004 23.71654000000007),22.468,0,23.71654,90.40979,0,0,0,Input_Supplier,0,0,2500000,1,0,Dhaka,0,0,2500000,footwear,0,0,0,Micro,1.556338028,2,10,27
28,Dhaka,Footwear,0-9,0-9,1.281690141,11-15years,0,Non-exporter,0,male_owned,domestic_owned,POINT (90.40950000000004 23.70650000000006),22.456,0,23.7065,90.4095,0,0,0,Input_Supplier,0,1,1000000,12,0,Dhaka,0,0,1052631.6,footwear,0,0,0,Micro,1.037558685,12,10,28
29,Dhaka,Footwear,0-9,0-9,1.67961165,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38708000000008 23.71561000000003),34,0,23.71561,90.38708,0,0,0,Domestic_Production_House,15,0,4250000,10,0,Dhaka,0,0,377153.19,footwear,0,0,0,Small,1,10,5,29
30,Dhaka,Leather and Lather goods,Oct-49,Oct-49,4.545454545,6-10years,45,Exporter,1,male_owned,domestic_owned,POINT (90.36344000000008 23.73074000000003),16,6.83953,23.73074,90.36344,0,0,0,Domestic_Production_House,30,0,27000000,9,0,Dhaka,20,25,1295203,leather,0,60,0,Small,6.387878788,9,5,30
31,Dhaka,Leather and Lather goods,0-9,0-9,1.611940299,0-5years,100,Exporter,0,male_owned,domestic_owned,POINT (90.36482000000007 23.73623000000004),24,0,23.73623,90.36482,0,0,0,Domestic_Production_House,15,1,25000000,4,0,Dhaka,0,100,1848275.9,leather,0,20,0,Small,1.307036247,4,5,31
32,Dhaka,Leather and Lather goods,0-9,0-9,1.611940299,6-10years,80,Exporter,1,male_owned,domestic_owned,POINT (90.36808000000008 23.73367000000008),12,0,23.73367,90.36808,0,0,0,Domestic_Production_House,23,0,30000000,10,0,Dhaka,80,0,3057753,leather,0,15,0,Small,1.143656716,10,5,32
33,Dhaka,Footwear,0-9,0-9,1.659574468,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40879000000007 23.72123000000005),37.162,0,23.72123,90.40879,1,0,0,Manufacturer,10,0,5000000,22,0,Dhaka,0,0,439189.16,footwear,0,0,0,Small,1.364271457,22,5,33
34,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39084000000008 23.71582000000007),12,0,23.71582,90.39084,0,1,0,Hide_Skin_Supplier,4,0,5800000,25,0,Dhaka,0,0,689634.13,leather,0,0,0,Micro,1.136,25,10,34
35,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,16-20years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.36585000000008 23.73176000000007),32,0,23.73176,90.36585,1,0,0,Manufacturer,25,0,15000000,16,0,Dhaka,0,0,426462.56,plastic,0,0,0,Medium,2.63646789,16,2,35
36,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38771000000008 23.71250000000003),20.958,0,23.7125,90.38771,1,0,0,Manufacturer,10,0,30000000,11,0,Dhaka,0,0,1132897.6,plastic,0,0,0,Small,2.109174312,11,5,36
37,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38870000000009 23.71310000000005),21.53,0,23.7131,90.3887,1,0,0,Manufacturer,400,0,6300000,35,0,Dhaka,0,0,681169.56,plastic,0,0,0,Small,1.406116208,35,5,37
38,Dhaka,Plastic Product,Oct-49,0-9,1.514851485,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38889000000006 23.71256000000005),27,0,23.71256,90.38889,1,1,0,Manufacturer,100,0,3600000,15,0,Dhaka,0,0,4543689.5,plastic,0,0,0,Micro,2.812232416,15,10,38
39,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.37428000000006 23.70852000000008),32,0,23.70852,90.37428,0,0,0,Manufacturer,50,0,7380000,3,0,Dhaka,0,0,579085.56,plastic,0,0,0,Small,3.51529052,25,5,39
40,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39947000000007 23.71851000000004),32,0,23.71851,90.39947,1,0,0,Manufacturer,15,0,11500000,6,0,Dhaka,0,0,1090909.1,plastic,0,0,0,Small,2.481381543,8,5,40
41,Dhaka,Footwear,0-9,0-9,1.659574468,0-5years,0,Non-exporter,0,male_owned,domestic_owned,POINT (90.38785000000007 23.71571000000006),12,0,23.71571,90.38785,1,0,0,Manufacturer,12,1,4500000,3,0,Dhaka,0,0,349253.75,footwear,0,0,0,Small,4.092814371,3,5,41
42,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39518000000004 23.71569000000005),24.967,0,23.71569,90.39518,1,1,0,Manufacturer,6,0,15000000,10,0,Dhaka,0,0,976744.25,plastic,0,0,0,Small,3.51529052,30,5,42
43,Dhaka,Leather and Lather goods,0-9,0-9,1.75,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38874000000004 23.71657000000005),28,0,23.71657,90.38874,0,1,0,Hide_Skin_Supplier,7,0,662000,30,0,Dhaka,0,0,882666.69,leather,0,0,0,Micro,1,30,10,43
44,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,11-15years,0,Non-exporter,0,male_owned,domestic_owned,POINT (90.41009000000008 23.73086000000006),32,26.82152,23.73086,90.41009,0,0,1,Manufacturer,8,0,30000000,12,0,Dhaka,0,0,1250000,plastic,0,0,15,Small,1.622441778,15,5,44
45,Dhaka,Plastic Product,0-9,0-9,1,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38988000000006 23.71952000000005),21.324,0,23.71952,90.38988,1,1,0,Dealer,0,0,6000000,4,0,Dhaka,0,0,4173913,plastic,0,0,0,Micro,1,4,10,45
46,Dhaka,Footwear,0-9,0-9,1.281690141,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40596000000005 23.72119000000004),28,0,23.72119,90.40596,0,1,0,Input_Supplier,50,0,10000000,3,0,Dhaka,0,0,3333333.3,footwear,0,0,0,Micro,1.556338028,3,10,46
47,Dhaka,Footwear,0-9,0-9,1.67961165,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38838000000004 23.71600000000007),20,0,23.716,90.38838,0,0,0,Domestic_Production_House,12,0,3000000,3,0,Dhaka,0,0,687224.69,footwear,0,0,0,Micro,5.359223301,3,10,47
48,Dhaka,Plastic Product,0-9,0-9,1.546875,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40317000000005 23.71804000000003),21.377,0,23.71804,90.40317,1,1,0,Manufacturer,60,0,600000,30,0,Dhaka,0,0,333333.34,plastic,0,0,0,Micro,1,30,10,48
49,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.37258000000009 23.72643000000005),48,0,23.72643,90.37258,0,0,0,Manufacturer,23,0,4500000,25,0,Dhaka,0,0,406250,plastic,0,0,0,Small,3.01310616,25,5,49
50,Dhaka,Plastic Product,0-9,0-9,4.175,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.37259000000006 23.70954000000006),26,0,23.70954,90.37259,0,0,0,Input_Supplier,0,0,22950000,33,0,Dhaka,0,0,5538461.5,plastic,0,0,0,Micro,6.8125,33,10,50
51,Dhaka,Plastic Product,0-9,0-9,1,6-10years,90,Exporter,1,male_owned,domestic_owned,POINT (90.39402000000007 23.71867000000003),23,0,23.71867,90.39402,0,1,0,Input_Importer,15,0,6000000,8,0,Dhaka,40,50,3789473.5,plastic,0,30,0,Micro,1,8,10,51
52,Dhaka,Plastic Product,0-9,0-9,4.175,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39349000000004 23.71793000000002),23.189,0,23.71793,90.39349,1,0,0,Input_Supplier,22,0,2500000,5,0,Dhaka,0,0,2125340.5,plastic,0,0,0,Micro,2.725,5,10,52
53,Dhaka,Plastic Product,0-9,0-9,4.175,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39297000000005 23.71709000000004),21.242,0,23.71709,90.39297,0,0,0,Input_Supplier,50,0,6200000,9,0,Dhaka,0,0,3100000,plastic,0,0,0,Micro,1.946428571,9,10,53
54,Dhaka,Plastic Product,0-9,0-9,4.175,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39297000000005 23.71717000000007),24,20.96061,23.71717,90.39297,0,0,0,Input_Supplier,5,0,1040000,1,0,Dhaka,0,0,520000,plastic,0,0,0,Micro,1.946428571,2,10,54
55,Dhaka,Footwear,0-9,0-9,1.659574468,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40811000000008 23.72136000000006),36.9,0,23.72136,90.40811,1,0,0,Manufacturer,3,0,590000,2,0,Dhaka,0,0,247419.34,footwear,0,0,0,Micro,8.185628743,2,10,55
56,Dhaka,Footwear,0-9,0-9,1.659574468,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40887000000004 23.72133000000002),21.292,0,23.72133,90.40887,1,0,0,Manufacturer,5,0,1720000,1,0,Dhaka,0,0,767725.31,footwear,0,0,0,Micro,2.046407186,2,10,56
57,Dhaka,Plastic Product,0-9,0-9,4.175,20+years,0,Non-exporter,0,male_owned,domestic_owned,POINT (90.39287000000007 23.71621000000005),32,0,23.71621,90.39287,0,0,0,Input_Supplier,20,1,9600000,25,0,Dhaka,0,0,1600000,plastic,0,0,0,Micro,1,25,10,57
58,Dhaka,Plastic Product,0-9,0-9,4.175,16-20years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39404000000008 23.71806000000004),21.067,0,23.71806,90.39404,0,1,0,Input_Supplier,100,0,2000000,20,0,Dhaka,0,0,476154.16,plastic,0,0,0,Micro,2.725,20,10,58
59,Gazipur,Plastic Product,Oct-49,Oct-49,1.333333333,20+years,100,Exporter,0,female_owned,domestic_owned,POINT (90.42095000000006 23.72743000000003),23.745,0,23.72743,90.42095,1,0,1,Manufacturer,2,0,40000000,17,0,Dhaka,0,100,851063.81,plastic,0,0,49,Medium,2.109174312,28,2,59
60,Dhaka,Footwear,0-9,0-9,1.281690141,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40990000000005 23.71668000000005),21.565,0,23.71668,90.4099,0,0,0,Input_Supplier,0,0,2000000,8,0,Dhaka,0,0,1000000,footwear,0,0,0,Micro,1.556338028,8,10,60
61,Dhaka,Plastic Product,0-9,0-9,1.546875,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.36929000000004 23.70978000000002),16,0,23.70978,90.36929,0,0,0,Manufacturer,3,0,93500000,7,0,Dhaka,0,0,11497487,plastic,0,0,0,Micro,1.123376623,7,10,61
62,Dhaka,Leather and Lather goods,0-9,0-9,1.876712329,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.35835000000009 23.72912000000002),32,0,23.72912,90.35835,1,1,0,Manufacturer,12,0,160000,6,0,Dhaka,0,0,702702.69,leather,0,0,0,Micro,2.792592593,6,10,62
63,Dhaka,Leather and Lather goods,50+,50+,1.742857143,6-10years,30,Exporter,1,male_owned,domestic_owned,POINT (90.36778000000004 23.73807000000005),8,0,23.73807,90.36778,1,0,0,Manufacturer,5,0,40000000,8,0,Dhaka,10,20,403204.97,leather,0,100,0,Medium,2.40625,8,2,63
64,Dhaka,Leather and Lather goods,0-9,0-9,1.876712329,16-20years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.36787000000004 23.73814000000004),32,0,23.73814,90.36787,1,0,0,Manufacturer,15,0,525000,16,0,Dhaka,0,0,699551.56,leather,0,0,0,Micro,4.188888889,16,10,64
65,Dhaka,Leather and Lather goods,0-9,0-9,1.876712329,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.36832000000004 23.73597000000007),16,0,23.73597,90.36832,1,0,0,Manufacturer,15,0,3420000,11,0,Dhaka,0,0,1474626.9,leather,0,0,0,Micro,2.792592593,11,10,65
66,Dhaka,Leather and Lather goods,0-9,0-9,1.876712329,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.36380000000008 23.73749000000004),48,0,23.73749,90.3638,1,1,0,Manufacturer,7,0,2500000,5,0,Dhaka,0,0,625000,leather,0,0,0,Micro,2.792592593,5,10,66
67,Dhaka,Leather and Lather goods,0-9,0-9,1.876712329,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.36381000000006 23.73668000000004),6,0,23.73668,90.36381,1,0,0,Manufacturer,2,0,2400000,7,0,Dhaka,0,0,524369.69,leather,0,0,0,Micro,4.188888889,7,10,67
68,Dhaka,Leather and Lather goods,0-9,0-9,1.876712329,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.36436000000003 23.73449000000005),16,0,23.73449,90.36436,1,0,0,Manufacturer,2,0,1800000,4,0,Dhaka,0,0,300000,leather,0,0,0,Micro,2.094444444,4,10,68
69,Dhaka,Leather and Lather goods,0-9,0-9,1.876712329,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.36486000000008 23.73403000000008),4,0,23.73403,90.36486,1,0,0,Manufacturer,5,0,7020000,13,0,Dhaka,0,0,1300000,leather,0,0,0,Micro,2.094444444,13,10,69
70,Dhaka,Leather and Lather goods,Oct-49,Oct-49,1.272727273,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40998000000008 23.71667000000008),21.435,0,23.71667,90.40998,0,0,0,Manufacturer,25,0,7920000,7,0,Dhaka,0,0,495000,leather,0,0,0,Small,1,8,5,70
71,Dhaka,Footwear,0-9,0-9,1.67961165,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.41005000000007 23.71658000000008),23.646,0,23.71658,90.41005,0,0,0,Domestic_Production_House,25,0,1200000,2,0,Dhaka,0,0,400000,footwear,0,0,0,Micro,2.67961165,2,10,71
72,Chittagong,Leather and Lather goods,0-9,0-9,1.058823529,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39652000000007 23.71622000000008),32,42.24415,23.71622,90.39652,0,1,0,Manufacturer,15,0,6400000,27,0,Dhaka,0,0,1089005.3,leather,0,0,0,Micro,1,27,10,72
73,Dhaka,Footwear,0-9,Oct-49,1.659574468,0-5years,0,Non-exporter,0,male_owned,domestic_owned,POINT (90.39481000000006 23.71647000000007),8,0,23.71647,90.39481,0,1,0,Manufacturer,40,1,22080000,5,0,Dhaka,0,0,943589.75,footwear,0,0,0,Medium,1.169375535,5,2,73
74,Dhaka,Plastic Product,0-9,0-9,4.175,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39329000000004 23.71822000000003),22,0,23.71822,90.39329,0,0,0,Input_Supplier,10,0,2400000,32,0,Dhaka,0,0,800000,plastic,0,0,0,Micro,2.725,32,10,74
75,Dhaka,Plastic Product,0-9,0-9,4.175,0-5years,0,Non-exporter,0,male_owned,domestic_owned,POINT (90.39325000000008 23.71741000000003),20,0,23.71741,90.39325,0,0,0,Input_Supplier,12,1,3360000,2,0,Dhaka,0,0,1255172.5,plastic,0,0,0,Micro,13.625,2,10,75
76,Dhaka,Leather and Lather goods,Oct-49,50+,1.272727273,20+years,100,Exporter,1,male_owned,domestic_owned,POINT (90.36724000000004 23.73719000000006),12,0,23.73719,90.36724,1,1,0,Manufacturer,6,0,150000000,55,0,Dhaka,40,60,1791404.8,leather,0,0,0,Medium,1.003116883,55,2,76
77,Dhaka,Plastic Product,0-9,0-9,1,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.36476000000005 23.75997000000007),28.666,0,23.75997,90.36476,0,1,0,Dealer,60,0,7800000,8,0,Dhaka,0,0,1857142.9,plastic,0,0,0,Micro,1,8,10,77
78,Dhaka,Plastic Product,0-9,0-9,1,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.38245000000006 23.73376000000008),21.336,0,23.73376,90.38245,0,1,0,Dealer,15,0,1050000,0,0,Dhaka,0,0,700000,plastic,0,0,0,Micro,1,6,10,78
79,Dhaka,Leather and Lather goods,Oct-49,Oct-49,1.272727273,20+years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.41061000000008 23.71643000000006),12,0,23.71643,90.41061,1,0,0,Manufacturer,30,0,19000000,37,0,Dhaka,0,0,455194.66,leather,0,0,0,Medium,1,37,2,79
80,Chittagong,Leather and Lather goods,0-9,0-9,1.058823529,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40990000000005 23.71675000000005),12,0,23.71675,90.4099,1,0,0,Manufacturer,4,0,4600000,7,0,Dhaka,0,0,885925.94,leather,0,0,0,Micro,1,7,10,80
81,Chittagong,Leather and Lather goods,0-9,0-9,1.058823529,11-15years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.41012000000006 23.71695000000005),21.467,0,23.71695,90.41012,0,0,0,Manufacturer,10,0,2000000,15,0,Dhaka,0,0,278074.88,leather,0,0,0,Micro,1,15,10,81
82,Dhaka,Plastic Product,Oct-49,0-9,1.514851485,6-10years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.39409000000006 23.71585000000005),32,0,23.71585,90.39409,1,0,0,Manufacturer,100,0,30000000,10,0,Dhaka,0,0,11111111,plastic,0,0,0,Micro,1.406116208,10,10,82
83,Dhaka,Plastic Product,Oct-49,Oct-49,1.514851485,0-5years,0,Non-exporter,0,male_owned,domestic_owned,POINT (90.40037000000007 23.71935000000008),22.489,0,23.71935,90.40037,0,0,0,Manufacturer,5,1,700000,1,0,Dhaka,0,0,139094.66,plastic,0,0,0,Small,1.406116208,2,5,83
84,Dhaka,Leather and Lather goods,0-9,0-9,1.876712329,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.41035000000005 23.71521000000007),20.4,0,23.71521,90.41035,0,0,0,Manufacturer,2,0,200000,2,0,Dhaka,0,0,125000,leather,0,0,0,Micro,1.396296296,2,10,84
85,Dhaka,Leather and Lather goods,0-9,0-9,1.876712329,0-5years,0,Non-exporter,1,male_owned,domestic_owned,POINT (90.40983000000006 23.71537000000006),21.497,0,23.71537,90.40983,0,0,0,Manufacturer,4,0,2000000,1,0,Dhaka,0,0,285714.28,leather,0,0,0,Micro,2.792592593,2,10,85
