"time","speed","category","start_lat","start_lon","end_lat","end_lon","is_fixed","iri","distance","suspension"
"08:21:44 2017-April-27","28.36","POOR","20.05779631","105.7946182","20.05842419","105.79383901","true","7.02","107.12","SUV"
"08:21:53 2017-April-27","40.39","POOR","20.05842419","105.79383901","20.05901252","105.79307475","true","9.28","103.12","SUV"
"08:22:03 2017-April-27","36.66","POOR","20.05901252","105.79307475","20.05953086","105.79226154","true","9.41","102.61","SUV"
"08:22:12 2017-April-27","40.86","POOR","20.05953086","105.79226154","20.06013762","105.79152427","true","9.24","102.28","SUV"
"08:22:24 2017-April-27","32.29","POOR","20.06013762","105.79152427","20.06076396","105.79073461","true","8.01","107.85","SUV"
"08:22:33 2017-April-27","41.36","POOR","20.06076396","105.79073461","20.06121403","105.78984914","true","9.88","105.18","SUV"
"08:22:41 2017-April-27","45.13","POOR","20.06121403","105.78984914","20.06151389","105.78894348","true","9.67","100.39","SUV"
"08:22:50 2017-April-27","42.32","POOR","20.06151389","105.78894348","20.06180042","105.78799062","true","8.23","104.6","SUV"
"08:22:59 2017-April-27","42.37","POOR","20.06180042","105.78799062","20.06213293","105.78701237","true","8.93","108.75","SUV"
"08:23:08 2017-April-27","42.78","POOR","20.06213293","105.78701237","20.06244612","105.7860534","true","9.48","106.14","SUV"
"08:23:17 2017-April-27","42.05","POOR","20.06244612","105.7860534","20.06270856","105.78506023","true","9.77","107.88","SUV"
"08:23:26 2017-April-27","41.94","POOR","20.06270856","105.78506023","20.06280206","105.78406789","true","9.22","104.32","SUV"
"08:23:35 2017-April-27","40.59","POOR","20.06280206","105.78406789","20.06291555","105.78311252","true","9.45","100.72","SUV"
"08:23:45 2017-April-27","37.98","POOR","20.06291555","105.78311252","20.06304082","105.78209907","true","8.87","106.92","SUV"
"08:23:54 2017-April-27","44.85","POOR","20.06304082","105.78209907","20.06321491","105.78105594","true","9.16","110.81","SUV"
"08:24:03 2017-April-27","41.42","POOR","20.06321491","105.78105594","20.06341591","105.78008297","true","8.58","104.18","SUV"
"08:24:13 2017-April-27","36.64","POOR","20.06341591","105.78008297","20.06391765","105.77925735","true","9.49","102.68","SUV"
