hhid,sector,zone,hhweight,hhsize,food_tot_pc,food_purch_pc,year,indweight
260149,"2. RURAL","1. NORTH CENTRAL",4524.2980791634,11,117932.9,94947.41,2016,49767.28
260150,"2. RURAL","1. NORTH CENTRAL",4524.2980791634,11,15876.22,10807.79,2016,49767.28
260151,"2. RURAL","1. NORTH CENTRAL",3732.5459153098,4,90254.55,42406.02,2016,14930.18
260152,"2. RURAL","1. NORTH CENTRAL",3732.5459153098,7,31138.86,19367.35,2016,26127.82
260153,"2. RURAL","1. NORTH CENTRAL",3732.5459153098,8,97246.43,97246.43,2016,29860.37
260154,"2. RURAL","1. NORTH CENTRAL",3732.5459153098,6,79517.86,79517.86,2016,22395.28
260155,"2. RURAL","1. NORTH CENTRAL",3732.5459153098,9,98073.61,92454.94,2016,33592.91
260156,"2. RURAL","1. NORTH CENTRAL",3732.5459153098,6,50707.89,50707.89,2016,22395.28
260157,"2. RURAL","1. NORTH CENTRAL",3732.5459153098,6,66780.87,16990.29,2016,22395.28
260158,"2. RURAL","1. NORTH CENTRAL",3732.5459153098,8,49925.08,48921.33,2016,29860.37
260159,"2. RURAL","1. NORTH CENTRAL",3732.5459153098,7,52887.75,41267.35,2016,26127.82
260160,"2. RURAL","1. NORTH CENTRAL",3732.5459153098,12,39107.14,38433.63,2016,44790.55
260161,"2. RURAL","1. NORTH CENTRAL",4750.5129831216,9,80585.73,44089.68,2016,42754.62
260162,"2. RURAL","1. NORTH CENTRAL",4750.5129831216,8,111053.3,78576.39,2016,38004.11
260163,"2. RURAL","1. NORTH CENTRAL",4750.5129831216,5,56195.11,22039.05,2016,23752.56
260164,"2. RURAL","1. NORTH CENTRAL",4750.5129831216,5,108935,80444.04,2016,23752.56
260165,"2. RURAL","1. NORTH CENTRAL",4750.5129831216,5,43006.15,31253.79,2016,23752.56
260166,"2. RURAL","1. NORTH CENTRAL",4750.5129831216,4,88957.28,36960.06,2016,19002.05
260167,"2. RURAL","1. NORTH CENTRAL",4750.5129831216,9,66614.09,53707.14,2016,42754.62
260168,"2. RURAL","1. NORTH CENTRAL",4750.5129831216,5,49162.72,38084.53,2016,23752.56
260169,"2. RURAL","1. NORTH CENTRAL",4750.5129831216,8,59263.27,54343.68,2016,38004.11
260170,"2. RURAL","1. NORTH CENTRAL",4750.5129831216,6,27722.62,27722.62,2016,28503.08
260171,"2. RURAL","1. NORTH CENTRAL",2714.5788474981,4,75673.54,55001.55,2016,10858.32
260172,"2. RURAL","1. NORTH CENTRAL",2714.5788474981,5,55134.18,32869.84,2016,13572.89
260173,"2. RURAL","1. NORTH CENTRAL",2714.5788474981,6,76155.48,58603.97,2016,16287.47
260174,"2. RURAL","1. NORTH CENTRAL",2714.5788474981,6,89381.53,55749.41,2016,16287.47
260175,"2. RURAL","1. NORTH CENTRAL",2714.5788474981,6,88769.51,63857.32,2016,16287.47
260176,"2. RURAL","1. NORTH CENTRAL",2714.5788474981,8,54021.07,28026.79,2016,21716.63
260177,"2. RURAL","1. NORTH CENTRAL",2714.5788474981,6,57663.38,50057.14,2016,16287.47
260178,"2. RURAL","1. NORTH CENTRAL",2714.5788474981,9,79926.35,50926.19,2016,24431.21
260179,"2. RURAL","1. NORTH CENTRAL",2714.5788474981,5,77664.12,55753.58,2016,13572.89
260180,"2. RURAL","1. NORTH CENTRAL",2714.5788474981,6,85933.52,60659.53,2016,16287.47
270001,"1. URBAN","6. SOUTH WEST",14679.097022959,5,84110.2,84110.2,2016,73395.48
270002,"1. URBAN","6. SOUTH WEST",14679.097022959,5,74527.04,74527.04,2016,73395.48
270003,"1. URBAN","6. SOUTH WEST",14679.097022959,4,78761.79,78761.79,2016,58716.39
270004,"1. URBAN","6. SOUTH WEST",14679.097022959,3,27809.52,27809.52,2016,44037.29
270005,"1. URBAN","6. SOUTH WEST",14679.097022959,7,39904.09,37892.87,2016,102753.7
270006,"1. URBAN","6. SOUTH WEST",14679.097022959,5,59792.51,59792.51,2016,73395.48
270007,"1. URBAN","6. SOUTH WEST",14679.097022959,4,298861.8,298861.8,2016,58716.39
270008,"1. URBAN","6. SOUTH WEST",14679.097022959,6,103330.5,102579.7,2016,88074.59
270009,"1. URBAN","6. SOUTH WEST",14679.097022959,5,74095,74095,2016,73395.48
270010,"1. URBAN","6. SOUTH WEST",14679.097022959,5,52690.36,52690.36,2016,73395.48
270011,"2. RURAL","6. SOUTH WEST",22218.361140193,3,38238.1,38238.1,2016,66655.09
270012,"2. RURAL","6. SOUTH WEST",22218.361140193,3,46512.21,37006.94,2016,66655.09
270015,"2. RURAL","6. SOUTH WEST",22218.361140193,1,24267.79,10902.53,2016,22218.36
270016,"1. URBAN","6. SOUTH WEST",22218.361140193,2,69282.85,69282.85,2016,44436.72
270017,"2. RURAL","6. SOUTH WEST",22218.361140193,4,26462.5,26462.5,2016,88873.45
270019,"2. RURAL","6. SOUTH WEST",22218.361140193,3,738704.3,731752,2016,66655.09
270020,"2. RURAL","6. SOUTH WEST",22218.361140193,1,96518.7,86090.13,2016,22218.36
270021,"2. RURAL","6. SOUTH WEST",13324.775571436,1,171956.3,89668.27,2016,13324.78
270023,"2. RURAL","6. SOUTH WEST",13324.775571436,5,49812.63,27937.51,2016,66623.88
270024,"2. RURAL","6. SOUTH WEST",13324.775571436,5,31494.29,31494.29,2016,66623.88
270025,"2. RURAL","6. SOUTH WEST",13324.775571436,3,41409.87,30265.81,2016,39974.33
270027,"2. RURAL","6. SOUTH WEST",13324.775571436,1,74564.29,74564.29,2016,13324.78
270028,"2. RURAL","6. SOUTH WEST",13324.775571436,1,117459.7,69530.66,2016,13324.78
270029,"1. URBAN","6. SOUTH WEST",13324.775571436,1,217782,217782,2016,13324.78
270030,"2. RURAL","6. SOUTH WEST",13324.775571436,1,186985.7,95569.88,2016,13324.78
270031,"1. URBAN","6. SOUTH WEST",3276.5841569104,4,49796.43,49796.43,2016,13106.34
270033,"1. URBAN","6. SOUTH WEST",3276.5841569104,5,51288.02,49244.02,2016,16382.92
270034,"1. URBAN","6. SOUTH WEST",3276.5841569104,5,69037.14,69037.14,2016,16382.92
270035,"1. URBAN","6. SOUTH WEST",3276.5841569104,9,28807.68,26815.98,2016,29489.26
270036,"1. URBAN","6. SOUTH WEST",3276.5841569104,6,39400.87,39400.87,2016,19659.51
270037,"1. URBAN","6. SOUTH WEST",3276.5841569104,1,97391.65,97044.03,2016,3276.584
270038,"1. URBAN","6. SOUTH WEST",3276.5841569104,2,115593.9,115496.4,2016,6553.168
270039,"1. URBAN","6. SOUTH WEST",3276.5841569104,6,38537.92,38537.92,2016,19659.51
270041,"2. RURAL","6. SOUTH WEST",14198.531346612,3,105846.3,100683.5,2016,42595.59
270042,"2. RURAL","6. SOUTH WEST",14198.531346612,3,58223.28,39251.66,2016,42595.59
270044,"2. RURAL","6. SOUTH WEST",14198.531346612,4,33632.14,33632.14,2016,56794.13
270045,"2. RURAL","6. SOUTH WEST",14198.531346612,3,64906.9,62448.28,2016,42595.59
270046,"1. URBAN","6. SOUTH WEST",14198.531346612,1,81864.28,81864.28,2016,14198.53
270047,"2. RURAL","6. SOUTH WEST",14198.531346612,13,18856.49,15086.16,2016,184580.9
270049,"2. RURAL","6. SOUTH WEST",14198.531346612,1,21318.06,21318.06,2016,14198.53
270050,"2. RURAL","6. SOUTH WEST",14198.531346612,2,39367.86,39367.86,2016,28397.06
270051,"1. URBAN","6. SOUTH WEST",13397.5885527,8,39132.14,39132.14,2016,107180.7
270052,"1. URBAN","6. SOUTH WEST",13397.5885527,1,112628.6,112628.6,2016,13397.59
270053,"1. URBAN","6. SOUTH WEST",13397.5885527,4,96360.02,54190.2,2016,53590.36
270054,"1. URBAN","6. SOUTH WEST",13397.5885527,7,47624.23,47423.11,2016,93783.12
270055,"1. URBAN","6. SOUTH WEST",13397.5885527,4,41714.29,41714.29,2016,53590.36
270056,"1. URBAN","6. SOUTH WEST",13397.5885527,7,41721.59,41399.79,2016,93783.12
270057,"1. URBAN","6. SOUTH WEST",13397.5885527,7,56907.52,56907.52,2016,93783.12
270058,"1. URBAN","6. SOUTH WEST",13397.5885527,2,74600.79,71993.64,2016,26795.18
270059,"1. URBAN","6. SOUTH WEST",13397.5885527,5,56306.07,47291.75,2016,66987.95
270061,"1. URBAN","6. SOUTH WEST",4368.7788758806,7,84424.86,79918.23,2016,30581.45
270062,"1. URBAN","6. SOUTH WEST",4368.7788758806,2,84131.73,84131.73,2016,8737.558
270063,"1. URBAN","6. SOUTH WEST",4368.7788758806,3,56052.61,55352.54,2016,13106.34
270064,"2. RURAL","6. SOUTH WEST",4368.7788758806,4,52196.25,40751.82,2016,17475.12
270065,"1. URBAN","6. SOUTH WEST",4368.7788758806,3,58226.19,58226.19,2016,13106.34
270066,"1. URBAN","6. SOUTH WEST",4368.7788758806,2,135679.2,135679.2,2016,8737.558
270067,"1. URBAN","6. SOUTH WEST",4368.7788758806,3,70392.85,70392.85,2016,13106.34
270068,"1. URBAN","6. SOUTH WEST",4368.7788758806,1,131767.9,131767.9,2016,4368.779
270069,"1. URBAN","6. SOUTH WEST",4368.7788758806,5,63762.02,63762.02,2016,21843.89
270070,"1. URBAN","6. SOUTH WEST",4368.7788758806,5,45051.43,45051.43,2016,21843.89
270071,"1. URBAN","6. SOUTH WEST",8737.5577517612,6,37388.48,35991.79,2016,52425.35
270072,"1. URBAN","6. SOUTH WEST",8737.5577517612,2,77692.86,77692.86,2016,17475.12
270074,"1. URBAN","6. SOUTH WEST",8737.5577517612,4,65369.4,63414.05,2016,34950.23
270075,"1. URBAN","6. SOUTH WEST",8737.5577517612,1,70392.86,70392.86,2016,8737.558
270076,"1. URBAN","6. SOUTH WEST",8737.5577517612,3,62050,62050,2016,26212.67
270077,"1. URBAN","6. SOUTH WEST",8737.5577517612,3,41192.86,41192.86,2016,26212.67
270078,"1. URBAN","6. SOUTH WEST",8737.5577517612,6,43800,43800,2016,52425.35
270079,"1. URBAN","6. SOUTH WEST",8737.5577517612,1,180937.4,168313.3,2016,8737.558
270080,"1. URBAN","6. SOUTH WEST",8737.5577517612,3,124002.3,92431.23,2016,26212.67
270081,"2. RURAL","6. SOUTH WEST",7689.0508215498,4,73963.54,27372.76,2016,30756.2
270082,"2. RURAL","6. SOUTH WEST",7689.0508215498,7,79316.64,56465.69,2016,53823.36
270083,"2. RURAL","6. SOUTH WEST",7689.0508215498,3,56476.07,56476.07,2016,23067.15
270084,"2. RURAL","6. SOUTH WEST",7689.0508215498,1,92266.17,49540.39,2016,7689.051
270085,"2. RURAL","6. SOUTH WEST",7689.0508215498,4,20335.71,20335.71,2016,30756.2
270086,"2. RURAL","6. SOUTH WEST",7689.0508215498,3,35252.54,32993.01,2016,23067.15
270087,"2. RURAL","6. SOUTH WEST",7689.0508215498,5,60084.01,39211.43,2016,38445.25
270088,"2. RURAL","6. SOUTH WEST",7689.0508215498,1,117483,100322.9,2016,7689.051
270089,"2. RURAL","6. SOUTH WEST",7689.0508215498,6,50323.18,23187.64,2016,46134.3
270090,"2. RURAL","6. SOUTH WEST",7689.0508215498,1,38491.84,29826.75,2016,7689.051
270091,"1. URBAN","6. SOUTH WEST",10834.571612184,7,40788.76,40478.38,2016,75842
270092,"1. URBAN","6. SOUTH WEST",10834.571612184,6,134637.5,112867.4,2016,65007.43
270093,"1. URBAN","6. SOUTH WEST",10834.571612184,4,80207.39,73608.06,2016,43338.29
270094,"1. URBAN","6. SOUTH WEST",10834.571612184,4,34414.29,34414.29,2016,43338.29
270095,"1. URBAN","6. SOUTH WEST",10834.571612184,6,53359.52,53359.52,2016,65007.43
270096,"1. URBAN","6. SOUTH WEST",10834.571612184,1,201814.1,191385.6,2016,10834.57
270097,"1. URBAN","6. SOUTH WEST",10834.571612184,3,54750,54750,2016,32503.71
270098,"1. URBAN","6. SOUTH WEST",10834.571612184,1,268946.7,260292.7,2016,10834.57
270099,"1. URBAN","6. SOUTH WEST",10834.571612184,5,49744.29,49744.29,2016,54172.86
270100,"1. URBAN","6. SOUTH WEST",10834.571612184,3,73257.82,65726.07,2016,32503.71
270101,"1. URBAN","6. SOUTH WEST",12887.897683848,3,92145.31,70440.2,2016,38663.69
270102,"1. URBAN","6. SOUTH WEST",12887.897683848,3,93016.88,81632.36,2016,38663.69
270105,"1. URBAN","6. SOUTH WEST",12887.897683848,1,155887.2,154583.6,2016,12887.9
270106,"1. URBAN","6. SOUTH WEST",12887.897683848,7,40671.43,40671.43,2016,90215.28
270107,"1. URBAN","6. SOUTH WEST",12887.897683848,4,66714.49,66714.49,2016,51551.59
270108,"1. URBAN","6. SOUTH WEST",12887.897683848,4,81082.14,81082.14,2016,51551.59
270109,"1. URBAN","6. SOUTH WEST",12887.897683848,1,162164.3,162164.3,2016,12887.9
270110,"1. URBAN","6. SOUTH WEST",12887.897683848,5,58931.56,40775.71,2016,64439.49
280001,"1. URBAN","6. SOUTH WEST",4369.3667150371,1,143080.6,122223.4,2016,4369.367
280002,"1. URBAN","6. SOUTH WEST",4369.3667150371,1,102477,102477,2016,4369.367
280003,"1. URBAN","6. SOUTH WEST",4369.3667150371,3,91984.12,91984.12,2016,13108.1
280004,"1. URBAN","6. SOUTH WEST",4369.3667150371,2,43399.23,43399.23,2016,8738.733
280006,"1. URBAN","6. SOUTH WEST",4369.3667150371,5,52769.15,52769.15,2016,21846.83
280007,"1. URBAN","6. SOUTH WEST",4369.3667150371,4,54038.83,52785.95,2016,17477.47
280011,"1. URBAN","6. SOUTH WEST",12998.865977235,5,43557.23,43557.23,2016,64994.33
280012,"1. URBAN","6. SOUTH WEST",12998.865977235,4,68676.55,67163.91,2016,51995.46
280013,"1. URBAN","6. SOUTH WEST",12998.865977235,7,49199.02,49199.02,2016,90992.06
280014,"1. URBAN","6. SOUTH WEST",12998.865977235,5,36803.8,36803.8,2016,64994.33
280015,"1. URBAN","6. SOUTH WEST",12998.865977235,3,64237.48,64237.48,2016,38996.6
280016,"1. URBAN","6. SOUTH WEST",12998.865977235,5,65559.21,65559.21,2016,64994.33
280017,"1. URBAN","6. SOUTH WEST",12998.865977235,4,72757.62,72757.62,2016,51995.46
280018,"1. URBAN","6. SOUTH WEST",12998.865977235,4,19480.25,19480.25,2016,51995.46
280019,"1. URBAN","6. SOUTH WEST",12998.865977235,6,28815.96,28815.96,2016,77993.2
280020,"1. URBAN","6. SOUTH WEST",12998.865977235,9,56734.17,46364.42,2016,116989.8
280021,"1. URBAN","6. SOUTH WEST",3313.4364255698,3,74915.45,74915.45,2016,9940.31
280022,"1. URBAN","6. SOUTH WEST",3313.4364255698,6,66321.21,64861.21,2016,19880.62
280023,"1. URBAN","6. SOUTH WEST",3313.4364255698,5,35688.79,25573.6,2016,16567.18
280024,"1. URBAN","6. SOUTH WEST",3313.4364255698,1,78037.46,78037.46,2016,3313.437
280025,"1. URBAN","6. SOUTH WEST",3313.4364255698,3,45150.67,41257.34,2016,9940.31
280026,"1. URBAN","6. SOUTH WEST",3313.4364255698,4,25507.25,22808.66,2016,13253.75
280027,"1. URBAN","6. SOUTH WEST",3313.4364255698,2,87170.99,32495.43,2016,6626.873
280028,"1. URBAN","6. SOUTH WEST",3313.4364255698,3,46098.81,45692.71,2016,9940.31
280029,"1. URBAN","6. SOUTH WEST",3313.4364255698,7,39231.49,27221.36,2016,23194.05
280030,"1. URBAN","6. SOUTH WEST",3313.4364255698,5,83707.92,72761.62,2016,16567.18
280031,"1. URBAN","6. SOUTH WEST",4733.4806079568,4,72951.47,72951.47,2016,18933.92
280033,"1. URBAN","6. SOUTH WEST",4733.4806079568,4,90208.43,40362.46,2016,18933.92
280035,"1. URBAN","6. SOUTH WEST",4733.4806079568,1,247560.3,247560.3,2016,4733.48
280036,"1. URBAN","6. SOUTH WEST",4733.4806079568,1,131930.8,128020.1,2016,4733.48
280037,"1. URBAN","6. SOUTH WEST",4733.4806079568,3,111502.3,111502.3,2016,14200.44
280038,"1. URBAN","6. SOUTH WEST",4733.4806079568,8,59788.03,59788.03,2016,37867.84
280039,"1. URBAN","6. SOUTH WEST",4733.4806079568,1,66417.94,66417.94,2016,4733.48
280042,"2. RURAL","6. SOUTH WEST",10195.189001753,5,57088.34,50183.16,2016,50975.95
280043,"2. RURAL","6. SOUTH WEST",10195.189001753,3,40516.68,8280.286,2016,30585.57
280044,"2. RURAL","6. SOUTH WEST",10195.189001753,6,36649.48,36649.48,2016,61171.13
280045,"2. RURAL","6. SOUTH WEST",10195.189001753,2,56089.71,45867.89,2016,20390.38
280046,"2. RURAL","6. SOUTH WEST",10195.189001753,6,118071.3,79349.32,2016,61171.13
280047,"2. RURAL","6. SOUTH WEST",10195.189001753,5,84754,67322.18,2016,50975.95
280048,"2. RURAL","6. SOUTH WEST",10195.189001753,5,48613.96,31963.57,2016,50975.95
280049,"2. RURAL","6. SOUTH WEST",10195.189001753,1,48139.95,35967.95,2016,10195.19
280050,"2. RURAL","6. SOUTH WEST",10195.189001753,2,87745.28,74864.76,2016,20390.38
280051,"2. RURAL","6. SOUTH WEST",4078.0756007013,7,53236.74,47832.09,2016,28546.53
280052,"1. URBAN","6. SOUTH WEST",4078.0756007013,5,50843.02,47714.45,2016,20390.38
280053,"2. RURAL","6. SOUTH WEST",4078.0756007013,1,6257.143,6257.143,2016,4078.076
280054,"2. RURAL","6. SOUTH WEST",4078.0756007013,2,91562.33,91562.33,2016,8156.151
280055,"2. RURAL","6. SOUTH WEST",4078.0756007013,4,56615.24,52737.12,2016,16312.3
280056,"2. RURAL","6. SOUTH WEST",4078.0756007013,5,28146.24,28146.24,2016,20390.38
280057,"2. RURAL","6. SOUTH WEST",4078.0756007013,5,36800.65,22159.31,2016,20390.38
280058,"2. RURAL","6. SOUTH WEST",4078.0756007013,6,59223.11,50185.02,2016,24468.45
280059,"2. RURAL","6. SOUTH WEST",4078.0756007013,3,57010.81,57010.81,2016,12234.23
280060,"2. RURAL","6. SOUTH WEST",4078.0756007013,6,38029.81,34836.06,2016,24468.45
280061,"2. RURAL","6. SOUTH WEST",6053.3934697909,1,98681.08,92293.58,2016,6053.394
280062,"2. RURAL","6. SOUTH WEST",6053.3934697909,10,20208.67,15147.5,2016,60533.93
280064,"2. RURAL","6. SOUTH WEST",6053.3934697909,7,38469.37,30504.07,2016,42373.75
280065,"2. RURAL","6. SOUTH WEST",6053.3934697909,6,54499.23,36496.52,2016,36320.36
280066,"2. RURAL","6. SOUTH WEST",6053.3934697909,4,89734.45,59208.21,2016,24213.57
280067,"2. RURAL","6. SOUTH WEST",6053.3934697909,4,168805.7,123357.8,2016,24213.57
280068,"2. RURAL","6. SOUTH WEST",6053.3934697909,5,41413.36,30671.93,2016,30266.97
280070,"2. RURAL","6. SOUTH WEST",6053.3934697909,7,62615.07,41738.57,2016,42373.75
280071,"2. RURAL","6. SOUTH WEST",7646.3917513149,5,96304.09,54041.39,2016,38231.96
280072,"2. RURAL","6. SOUTH WEST",7646.3917513149,2,70436.66,54106.38,2016,15292.78
280073,"1. URBAN","6. SOUTH WEST",7646.3917513149,1,112757.3,112757.3,2016,7646.392
280074,"2. RURAL","6. SOUTH WEST",7646.3917513149,2,90836.46,65846,2016,15292.78
280075,"2. RURAL","6. SOUTH WEST",7646.3917513149,2,88726.69,54319.82,2016,15292.78
280076,"2. RURAL","6. SOUTH WEST",7646.3917513149,5,31891.29,23896.05,2016,38231.96
280077,"1. URBAN","6. SOUTH WEST",7646.3917513149,2,86134.3,70429.16,2016,15292.78
280078,"2. RURAL","6. SOUTH WEST",7646.3917513149,4,61006.94,61006.94,2016,30585.57
280080,"2. RURAL","6. SOUTH WEST",7646.3917513149,1,74040.53,64915.53,2016,7646.392
280081,"1. URBAN","6. SOUTH WEST",10195.189001753,1,99860.09,89431.52,2016,10195.19
280082,"1. URBAN","6. SOUTH WEST",10195.189001753,6,24500.98,21111.7,2016,61171.13
280083,"1. URBAN","6. SOUTH WEST",10195.189001753,2,87652.98,87652.98,2016,20390.38
280084,"1. URBAN","6. SOUTH WEST",10195.189001753,5,66542.04,66542.04,2016,50975.95
280085,"1. URBAN","6. SOUTH WEST",10195.189001753,2,65941.16,65941.16,2016,20390.38
280086,"1. URBAN","6. SOUTH WEST",10195.189001753,5,53701.63,40596.86,2016,50975.95
280087,"1. URBAN","6. SOUTH WEST",10195.189001753,4,70006.81,70006.81,2016,40780.76
280088,"1. URBAN","6. SOUTH WEST",10195.189001753,4,42714.22,34081.13,2016,40780.76
280089,"1. URBAN","6. SOUTH WEST",10195.189001753,4,28650.33,28650.33,2016,40780.76
280090,"1. URBAN","6. SOUTH WEST",10195.189001753,7,46899.24,46899.24,2016,71366.32
280091,"2. RURAL","6. SOUTH WEST",4842.7147758327,7,36411.5,22566.22,2016,33899
280092,"2. RURAL","6. SOUTH WEST",4842.7147758327,5,62119.79,30346.61,2016,24213.57
280093,"2. RURAL","6. SOUTH WEST",4842.7147758327,5,21079.95,50.05714,2016,24213.57
280094,"2. RURAL","6. SOUTH WEST",4842.7147758327,6,38111.45,29420.97,2016,29056.29
280095,"2. RURAL","6. SOUTH WEST",4842.7147758327,8,25929.44,22069.85,2016,38741.72
280096,"2. RURAL","6. SOUTH WEST",4842.7147758327,5,48969.95,45584.93,2016,24213.57
280097,"2. RURAL","6. SOUTH WEST",4842.7147758327,16,42680.81,23489.69,2016,77483.44
280098,"2. RURAL","6. SOUTH WEST",4842.7147758327,6,88585.3,59278.75,2016,29056.29
280099,"2. RURAL","6. SOUTH WEST",4842.7147758327,7,34657.85,34657.85,2016,33899
280100,"2. RURAL","6. SOUTH WEST",4842.7147758327,3,175400.1,117664.3,2016,14528.14
280101,"1. URBAN","6. SOUTH WEST",5862.2336760081,1,72063.04,40467.56,2016,5862.234
280102,"1. URBAN","6. SOUTH WEST",5862.2336760081,8,81134.33,40075.11,2016,46897.87
280103,"1. URBAN","6. SOUTH WEST",5862.2336760081,8,34433.59,22451.65,2016,46897.87
280104,"1. URBAN","6. SOUTH WEST",5862.2336760081,8,112704.5,109826.5,2016,46897.87
280105,"1. URBAN","6. SOUTH WEST",5862.2336760081,8,68023.09,68023.09,2016,46897.87
280106,"1. URBAN","6. SOUTH WEST",5862.2336760081,11,38265.76,36230,2016,64484.57
280107,"1. URBAN","6. SOUTH WEST",5862.2336760081,7,117355.3,90985.87,2016,41035.64
280108,"1. URBAN","6. SOUTH WEST",5862.2336760081,7,32242.67,21499.12,2016,41035.64
280109,"1. URBAN","6. SOUTH WEST",5862.2336760081,11,57567.77,19449.88,2016,64484.57
280110,"1. URBAN","6. SOUTH WEST",5862.2336760081,6,31040.44,31040.44,2016,35173.4
280111,"2. RURAL","6. SOUTH WEST",8156.1512014025,1,51569.48,51569.48,2016,8156.151
280112,"2. RURAL","6. SOUTH WEST",8156.1512014025,5,23862.08,22584.58,2016,40780.76
280113,"2. RURAL","6. SOUTH WEST",8156.1512014025,3,93215.56,93215.56,2016,24468.45
280114,"2. RURAL","6. SOUTH WEST",8156.1512014025,1,126687.2,126687.2,2016,8156.151
280115,"2. RURAL","6. SOUTH WEST",8156.1512014025,3,80760.48,44432.67,2016,24468.45
280116,"2. RURAL","6. SOUTH WEST",8156.1512014025,4,51645.01,30216.79,2016,32624.61
280117,"2. RURAL","6. SOUTH WEST",8156.1512014025,5,33404.07,30150.75,2016,40780.76
280118,"2. RURAL","6. SOUTH WEST",8156.1512014025,4,111097.3,95807.49,2016,32624.61
280119,"2. RURAL","6. SOUTH WEST",8156.1512014025,1,142355.1,77535.45,2016,8156.151
280120,"2. RURAL","6. SOUTH WEST",8156.1512014025,2,43830.37,43830.37,2016,16312.3
280121,"2. RURAL","6. SOUTH WEST",5097.5945008766,7,29979.04,29979.04,2016,35683.16
280122,"2. RURAL","6. SOUTH WEST",5097.5945008766,5,15334.17,15334.17,2016,25487.97
280123,"2. RURAL","6. SOUTH WEST",5097.5945008766,5,24774.11,24774.11,2016,25487.97
280124,"2. RURAL","6. SOUTH WEST",5097.5945008766,5,25169.46,25169.46,2016,25487.97
280125,"2. RURAL","6. SOUTH WEST",5097.5945008766,3,36597.04,36597.04,2016,15292.78
280126,"2. RURAL","6. SOUTH WEST",5097.5945008766,2,60476.52,46816.46,2016,10195.19
280127,"2. RURAL","6. SOUTH WEST",5097.5945008766,3,40651.13,40651.13,2016,15292.78
280128,"2. RURAL","6. SOUTH WEST",5097.5945008766,8,21909.13,21909.13,2016,40780.76
280129,"2. RURAL","6. SOUTH WEST",5097.5945008766,1,81758.88,61310.69,2016,5097.595
280130,"2. RURAL","6. SOUTH WEST",5097.5945008766,2,33740.46,33740.46,2016,10195.19
290001,"1. URBAN","6. SOUTH WEST",14868.305951379,4,37210.76,37210.76,2016,59473.22
290002,"1. URBAN","6. SOUTH WEST",14868.305951379,4,80219.35,78915.77,2016,59473.22
290003,"1. URBAN","6. SOUTH WEST",14868.305951379,6,68415.3,45353.94,2016,89209.84
290005,"1. URBAN","6. SOUTH WEST",14868.305951379,1,181613.4,176399.1,2016,14868.31
290006,"1. URBAN","6. SOUTH WEST",14868.305951379,2,118769.3,118769.3,2016,29736.61
290007,"1. URBAN","6. SOUTH WEST",14868.305951379,8,49891.35,40036.13,2016,118946.4
290008,"1. URBAN","6. SOUTH WEST",14868.305951379,1,114555.5,111204.9,2016,14868.31
290009,"1. URBAN","6. SOUTH WEST",14868.305951379,5,21515.88,20409.71,2016,74341.53
290010,"1. URBAN","6. SOUTH WEST",14868.305951379,2,92682.77,55043.3,2016,29736.61
290011,"1. URBAN","6. SOUTH WEST",9912.203967586,6,39965.68,39965.68,2016,59473.22
290012,"1. URBAN","6. SOUTH WEST",9912.203967586,2,90472.55,83217.89,2016,19824.41
290014,"1. URBAN","6. SOUTH WEST",9912.203967586,6,83265.19,83265.19,2016,59473.22
290015,"1. URBAN","6. SOUTH WEST",9912.203967586,3,129472,125300.6,2016,29736.61
290016,"1. URBAN","6. SOUTH WEST",9912.203967586,4,112785,112785,2016,39648.82
290017,"1. URBAN","6. SOUTH WEST",9912.203967586,1,29305.84,14600,2016,9912.204
290018,"1. URBAN","6. SOUTH WEST",9912.203967586,7,44642.28,44642.28,2016,69385.43
290019,"1. URBAN","6. SOUTH WEST",9912.203967586,1,51882.14,51882.14,2016,9912.204
290021,"1. URBAN","6. SOUTH WEST",3823.2786732117,2,55760.27,55760.27,2016,7646.557
290022,"1. URBAN","6. SOUTH WEST",3823.2786732117,1,5160.487,,2016,3823.279
290023,"1. URBAN","6. SOUTH WEST",3823.2786732117,5,52215.09,43795.66,2016,19116.39
290024,"1. URBAN","6. SOUTH WEST",3823.2786732117,5,42613.36,42613.36,2016,19116.39
290025,"1. URBAN","6. SOUTH WEST",3823.2786732117,4,49182.19,48020.31,2016,15293.11
290026,"1. URBAN","6. SOUTH WEST",3823.2786732117,9,35782.45,35782.45,2016,34409.51
290027,"1. URBAN","6. SOUTH WEST",3823.2786732117,3,55734.92,55734.92,2016,11469.84
290028,"1. URBAN","6. SOUTH WEST",3823.2786732117,8,53564.75,52237.71,2016,30586.23
290030,"1. URBAN","6. SOUTH WEST",3823.2786732117,6,34181.68,34181.68,2016,22939.67
290031,"1. URBAN","6. SOUTH WEST",4885.3005268817,6,47746.68,44162.46,2016,29311.8
290032,"1. URBAN","6. SOUTH WEST",4885.3005268817,2,41375.36,41375.36,2016,9770.601
290033,"1. URBAN","6. SOUTH WEST",4885.3005268817,1,243803.2,4171.429,2016,4885.3
290034,"1. URBAN","6. SOUTH WEST",4885.3005268817,6,31343.42,18018.02,2016,29311.8
290035,"1. URBAN","6. SOUTH WEST",4885.3005268817,4,77734.62,77734.62,2016,19541.2
290036,"1. URBAN","6. SOUTH WEST",4885.3005268817,4,69523.81,69523.81,2016,19541.2
290037,"1. URBAN","6. SOUTH WEST",4885.3005268817,8,35327.72,35164.77,2016,39082.4
